Marke,Modell,url,country,date,Zustand,Garantie,Angebotsnummer,Außenfarbe,Lackierung,Farbe laut Hersteller,Innenausstattung,Karosserieform,Anzahl Türen,Sitzplätze,Schlüsselnummer,Getriebeart,Gänge,Hubraum,Kraftstoff,Schadstoffklasse,haendler,privat,ort,price,ausstattung_liste,Erstzulassung,Zylinder,Leergewicht
Mazda,MPV,/angebote/mazda-mpv-2-0-di-cd136-te-diesel-silber-f69c51b2-2c36-0c63-e053-0100007fbf9d?,Oesterreich,2020-10-23 06:47:21.541056,Gebraucht,0,0,Silber,0,0,0,Van/Kleinbus,5.0,7.0,0,Schaltgetriebe,5.0,1.998 cm³,Diesel,Euro 3,False,True,1220 wien,800.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Dachreling', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Unterhaltung/Media']",2003.0,4.0,1.710 kg
Mazda,MX-30,/angebote/mazda-mx-30-e-skyactiv-premium-paket-komfort-paket-industr-elektro-weiss-dd272876-0ddc-45f8-93ad-6b9a0c606826?,Deutschland,2020-10-20 16:20:12.264656,Vorführfahrzeug,0,SI-1195,Weiß,Metallic,3-Ton Mondsteinweiß Metallic,"Sonstige, Braun",SUV/Geländewagen/Pickup,5.0,5.0,7118/AII,Automatik,1.0,0,Strom,0,True,False,78224 Singen,37790.0,"['', '360° Kamera', 'ABS', 'Abstandstempomat', 'Abstandswarner', 'Alufelgen', 'Android Auto', 'Apple CarPlay', 'Armlehne', 'Beheizbares Lenkrad', 'Berganfahrassistent', 'Bi-Xenon Scheinwerfer', 'Blendfreies Fernlicht', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Gepäckraumabtrennung', 'Geschwindigkeits-begrenzungsanlage', 'Head-up display', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Musikstreaming integriert', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Notbremsassistent', 'Pannenkit', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Scheinwerferreinigung', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Soundsystem', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'W-Lan / Wifi Hotspot', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung']",2020.0,0.0,1.750 kg
Mazda,MX-5,/angebote/mazda-mx-5-1-8-emotion-nc-benzin-grau-cebeb505-7983-419a-aff5-e2e5bfdce3bd?,Deutschland,2020-10-19 20:49:00.648909,Gebraucht,0,0,Grau,Metallic,Mephistograu Metallic,"Stoff, Schwarz",Cabrio,2.0,2.0,7118/ABE,Schaltgetriebe,5.0,1.798 cm³,Benzin,Euro 4,True,False,57462 Olpe,6948.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Pannenkit', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Sportpaket', 'Sportsitze', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Windschott(für Cabrio)', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung']",2007.0,4.0,1.155 kg
Mazda,Premacy,/angebote/mazda-premacy-1-9-exclusive-benzin-gruen-d143e03f-4694-4c49-a3d8-36437e3596bf?,Deutschland,2020-10-23 09:53:52.454718,Gebraucht,0,lich1410,Grün,Metallic,seychellen grün metallic,"Stoff, Grau",Kombi,5.0,5.0,7118/214,Schaltgetriebe,0.0,1.840 cm³,Benzin,Euro 3,True,False,79114 Freiburg,2000.0,"['', 'ABS', 'Allwetterreifen', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'Dachreling', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Komfort', 'Lordosenstütze', 'Radio', 'Raucherpaket', 'Servolenkung', 'Sicherheit', 'Soundsystem', 'Tempomat', 'Unterhaltung/Media', 'Winterpaket', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank']",1999.0,0.0,1.310 kg
Mazda,Xedos,/angebote/mazda-xedos-6-2-0-v6-benzin-blau-6b47f6a7-c318-4515-9eeb-1dae3393fc0f?,Oesterreich,2020-10-22 21:11:52.428396,Gebraucht,0,0,Blau,Metallic,0,"Velours, Grau",Limousine,4.0,5.0,0,Schaltgetriebe,5.0,1.995 cm³,Benzin,0,True,False,3160 Traisen,2990.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Reserverad', 'Schiebedach', 'Servolenkung', 'Sicherheit', 'Skisack', 'Sommerreifen', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Tempomat', 'Unterhaltung/Media', 'Winterreifen', 'Zentralverriegelung']",1999.0,6.0,1.230 kg
McLaren,650S Coupe,/angebote/mclaren-650s-coupe-carbon-meridian-schalensitz-alcantara-benzin-orange-30805eaa-56fc-4b69-be67-fed6f58d90c2?,Deutschland,2020-10-20 16:02:40.025376,Gebraucht,0,0,Orange,Metallic,McLaren orange,"Vollleder, Schwarz",Coupé,2.0,2.0,0,Automatik,7.0,3.799 cm³,Benzin,0,1,0,41541 Dormagen,129980.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bordcomputer', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Nebelscheinwerfer', 'Regensensor', 'Schaltwippen', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Tagfahrlicht', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung']",2015.0,8.0,1.330 kg
Mercedes-Benz,0,/angebote/mercedes-benz-benzin-weiss-abdbdbed-dd24-43cc-b05e-3c16450c4623?,Deutschland,2020-10-21 12:32:38.494566,Gebraucht,0,700728,Weiß,Metallic,digitalweiß metallic,"Vollleder, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,0,Automatik,0.0,1.991 cm³,Super 95,Euro 6d-TEMP,1,0,56566 Neuwied,54990.0,"['', 'ABS', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportpaket', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre']",2020.0,0.0,0
Mercedes-Benz,0,/angebote/mercedes-benz-pano-multibeam-burmester-benzin-schwarz-510071a9-6888-4691-a3aa-ca0119c921a7?,Deutschland,2020-10-22 19:29:33.403130,Gebraucht,0,00216GW476,Grau,Metallic,Selenitgrau,"Teilleder, Schwarz",Limousine,5.0,5.0,0,Automatik,7.0,3.982 cm³,Super 95 (Rußpartikelfilter),Euro 6d-TEMP,True,False,78532 Tuttlingen,33491.0,"['', 'Abstandstempomat', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Anhängerkupplung', 'Beifahrerairbag', 'Bluetooth', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'Lederlenkrad', 'Lordosenstütze', 'Navigationssystem', 'Panoramadach', 'Regensensor', 'Reifendruckkontrollsystem', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Tempomat', 'Totwinkel-Assistent', 'Unterhaltung/Media', 'Verkehrszeichenerkennung']",2020.0,4.0,0
Mercedes-Benz,180,/angebote/mercedes-benz-180-benzin-beige-2ea2eaee-736a-45ec-abf4-52398cd8ecaa?,Deutschland,2020-10-23 08:34:12.644373,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,299193110,Beige,Metallic,0,0,Limousine,0.0,0.0,0,Schaltgetriebe,0.0,0,Benzin,0,False,False,68259 Mannheim,2300.0,[],1997.0,0.0,0
Mercedes-Benz,190,/angebote/mercedes-benz-190-d-ds-diesel-beige-225030b2-bbe9-a126-e053-0100007f41b0?,Oesterreich,2020-10-22 19:36:53.624949,Gebraucht,0,0,Beige,0,0,0,Limousine,4.0,5.0,0,Schaltgetriebe,4.0,1.997 cm³,Diesel,0,0,1,6800 Feldkirch,3300.0,"['', 'Elektrische Seitenspiegel', 'Komfort', 'Nebelscheinwerfer', 'Servolenkung', 'Sicherheit', 'Zentralverriegelung']",1991.0,4.0,1.180 kg
Mercedes-Benz,200,/angebote/mercedes-benz-200-d-progressive-mbux-nightp-spiegelp-ahk-diesel-weiss-e7eca7da-202c-491e-ba36-f877b65183c2?,Deutschland,2020-10-23 09:34:19.125509,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,12 Monate,101559385,Weiß,Metallic,Weiss/Polarweiß,"Stoff, Braun",SUV/Geländewagen/Pickup,5.0,5.0,2222/APX,Automatik,0.0,1.950 cm³,Diesel,Euro 6d,True,False,97072 Würzburg,41890.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung']",2020.0,0.0,1.615 kg
Mercedes-Benz,208,/angebote/mercedes-benz-208-cdi-sprinter-pritsche-1-hand-diesel-orange-320e04d5-db1f-41c5-932f-3dc3776e55e5?,Deutschland,2020-10-23 09:37:39.043909,Gebraucht,0,0,Orange,0,0,0,Transporter,0.0,3.0,0,Schaltgetriebe,0.0,0,Diesel,Euro 3,True,False,59909 Bestwig,2995.0,"['', 'ABS', 'Anhängerkupplung', 'ESP', 'Extras', 'Sicherheit', 'Traktionskontrolle']",2003.0,0.0,2.023 kg
Mercedes-Benz,220,/angebote/mercedes-benz-220-clc-klasse-220-cdi-pano-automatik-navi-diesel-weiss-94537240-6a10-4cc9-bdbc-777c51db0db8?,Deutschland,2020-10-23 09:34:23.656574,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Weiß,0,calcitweiß,"Vollleder, Schwarz",Coupé,2.0,4.0,0,Automatik,0.0,2.148 cm³,Diesel,Euro 4,True,False,67065 Ludwigshafen,5900.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Panoramadach', 'Radio', 'Schiebedach', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Sportsitze', 'Sprachsteuerung', 'Tempomat', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2009.0,0.0,0
Mercedes-Benz,230,/angebote/mercedes-benz-230-clk-230-kompressor-evo-benzin-schwarz-f91cdfdc-a824-46e4-87af-67266f5aa840?,Deutschland,2020-10-21 13:06:39.663454,Gebraucht,0,85.0,Schwarz,Metallic,smaragdschwarz metallic,"Vollleder, Schwarz",Cabrio,2.0,4.0,0,Automatik,5.0,2.295 cm³,Super 95,0,1,0,25348 Glückstadt,7440.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Navigationssystem', 'Radio', 'Regensensor', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Sportfahrwerk', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung']",2002.0,4.0,0
Mercedes-Benz,250,/angebote/mercedes-benz-250-e-amg-mbux-nightp-pano-sd-burmester-360-elektro-benzin-weiss-c1f0d7fd-c6fb-443e-9e75-1a712fa30d92?,Deutschland,2020-10-23 06:17:54.931177,Gebraucht,12 Monate,101507260,Weiß,0,Weiss/Polarweiß,"Teilleder, Schwarz",Coupé,5.0,5.0,1313/EWP,Automatik,0.0,2.143 cm³,Diesel (Rußpartikelfilter),Euro 6d,True,False,78250 Tengen,26980.0,"['', 'ABS', 'Allrad', 'Alufelgen', 'Anhängerkupplung', 'Beifahrerairbag', 'Berganfahrassistent', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'Lederlenkrad', 'Navigationssystem', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportfahrwerk', 'Start/Stop-Automatik', 'Tempomat', 'Wegfahrsperre', 'Zentralverriegelung']",2017.0,4.0,1.725 kg
Mercedes-Benz,300,/angebote/mercedes-benz-300-sl-24-hardtop-el-sitzeinstellung-sitzhzg-le-benzin-silber-b4a49a48-a43f-4940-8224-4c5ca566f0db?,Deutschland,2020-10-21 13:36:45.977559,Gebraucht,24 Monate,38034,Silber,Metallic,brillantsilber,Vollleder,Cabrio,2.0,4.0,0708/397,Automatik,5.0,2.960 cm³,Benzin,0,1,0,59929 Brilon,19990.0,"['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'ESP', 'Elektr. Fensterheber', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Radio', 'Sicherheit', 'Sitzheizung', 'Traktionskontrolle', 'Unterhaltung/Media', 'Zentralverriegelung']",1992.0,0.0,0
Mercedes-Benz,350,/angebote/mercedes-benz-350-slk-350-leder-pdc-nacken-u-sitzheizung-tempomat-benzin-schwarz-fc98903c-7482-407d-963a-403db4e72a7a?,Deutschland,2020-10-21 15:01:01.278605,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,OBSIDIANSCHWARZ,"Vollleder, Grau",Cabrio,2.0,2.0,0,Schaltgetriebe,0.0,3.498 cm³,Benzin,0,1,0,68199 Mannheim,12990.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lichtsensor', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2004.0,0.0,0
Mercedes-Benz,450,/angebote/mercedes-benz-450-sel-klima-schiebedach-schwarz-62a193fc-c783-4fb8-aa53-033cb63af84e?,Deutschland,2020-10-23 07:03:49.354051,Gebraucht,0,0,Schwarz,Metallic,0,Velours,Limousine,0.0,0.0,0,Automatik,0.0,4.520 cm³,0,0,True,False,22043 Hamburg,59000.0,"['', 'ABS', 'Alufelgen', 'Elektr. Fensterheber', 'Extras', 'Klimaanlage', 'Komfort', 'Nebelscheinwerfer', 'Radio', 'Schiebedach', 'Servolenkung', 'Sicherheit', 'Unterhaltung/Media', 'Zentralverriegelung']",1974.0,0.0,0
Mercedes-Benz,A 140,/angebote/mercedes-benz-a-140-mit-tuev-bis-10-2022-benzin-schwarz-e8fb82ef-1af9-4ca1-a88c-7317c0f0ad54?,Deutschland,2020-10-21 14:01:15.723723,Gebraucht,0,0,Blau,Metallic,0,"Teilleder, Grau",Limousine,4.0,5.0,0,Schaltgetriebe,0.0,1.397 cm³,Super 95,Euro 4,1,0,44807 Bochum,950.0,"['', 'ABS', 'Beifahrerairbag', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Komfort', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Unterhaltung/Media']",2000.0,0.0,0
Mercedes-Benz,A 150,/angebote/mercedes-benz-a-150-a-klasse-bm-169-xenon-sitzheizung-leder-benzin-schwarz-45f8352d-0dbb-499c-b83c-c1d2def8ce35?,Deutschland,2020-10-20 15:47:39.560407,Gebraucht,0,0,Rot,Metallic,JUPITERROT - UNILACK,Schwarz,Limousine,4.0,5.0,0,Automatik,0.0,1.498 cm³,Super 95,Euro 4,1,0,93055 Regensburg,4590.0,"['', 'ABS', 'Alufelgen', 'Anhängerkupplung', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'E10-geeignet', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Multifunktionslenkrad', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung']",2005.0,0.0,0
Mercedes-Benz,A 160,/angebote/mercedes-benz-a-160-a-klasse-automatik-benzin-grau-ce6910af-5e79-475e-960c-b0adccb9e230?,Oesterreich,2020-10-23 09:35:08.525702,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Grau,Metallic,meteorgrau metallic,"Teilleder, Schwarz",Limousine,5.0,5.0,0,Schaltgetriebe,6.0,1.595 cm³,Benzin,Euro 2,1,0,1030 Wien,1200.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'E10-geeignet', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Radio', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank']",2016.0,4.0,0
Mercedes-Benz,A 170,/angebote/mercedes-benz-a-170-avantgarde-aut-benzin-blau-3f5b0cb2-7415-e06c-e053-0100007ff128?,Deutschland,2020-10-19 22:08:24.653372,Gebraucht,0,0,Blau,Metallic,0,0,Limousine,5.0,5.0,0,Automatik,5.0,1.699 cm³,Benzin,Euro 4,1,0,65549 Limburg,4590.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Berganfahrassistent', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Seitenairbag', 'Sicherheit', 'Tempomat', 'Traktionskontrolle', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank']",2009.0,4.0,1.240 kg
Mercedes-Benz,A 180,/angebote/mercedes-benz-a-180-navi-shz-parktronic-kamera-klima-telefon-r-cd-benzin-schwarz-5dcb7a3d-042d-4b71-949e-5aa344a6f0aa?,Deutschland,2020-10-21 12:16:46.385654,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,nachtschwarz,"Teilleder, Schwarz",Limousine,5.0,5.0,0,Schaltgetriebe,6.0,1.595 cm³,Benzin,Euro 6,1,0,17033 Neubrandenburg,13990.0,"['', 'ABS', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2020.0,4.0,0
Mercedes-Benz,A 190,/angebote/mercedes-benz-a-190-a-190-avantgarde-tuev-insp-neu-benzin-silber-9fd178b7-e78c-41cb-a5df-2b3b02327031?,Deutschland,2020-10-21 14:59:40.744784,Gebraucht,0,0,Silber,Metallic,0,Teilleder,Van/Kleinbus,4.0,5.0,0710/363,Halbautomatik,0.0,1.898 cm³,Benzin,Euro 4,1,0,75242 Neuhausen,2490.0,"['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2002.0,0.0,0
